tracker_id,class_id,x_min,y_min,x_max,y_max
3,0,1315.1868,494.7326,1344.0,532.83075
16,0,916.26764,686.9896,955.01184,729.29443
77,0,969.5651,506.31912,1008.4692,545.97
35,0,44.348118,415.71454,74.45688,449.66754
112,0,348.7975,588.8849,393.28458,631.2794
15,0,99.17214,312.24847,137.11697,349.89352
33,0,481.9114,277.43793,519.5177,317.18707
38,0,78.01606,620.6838,122.285835,659.9701
31,0,1323.6008,497.11884,1344.0,531.38904
42,0,960.2692,235.45004,993.1989,269.5148
113,0,620.04266,756.69147,662.3172,803.5159
12,0,857.97815,504.50668,900.0679,545.392
83,0,292.44467,344.8493,324.60205,382.70685
116,0,934.29626,206.58391,967.3946,242.90125
37,0,1088.6993,465.57455,1137.775,512.22894
13,0,0.0,703.3289,15.963771,739.22235
56,0,1053.613,432.73386,1099.3168,476.13403
11,0,668.08594,98.557976,712.63324,143.16032
3,0,1315.1786,496.08728,1344.0,535.1388
104,0,1325.5615,105.79927,1344.0,133.48251
102,0,1055.9279,430.45468,1136.4813,511.7172
77,0,969.19073,504.9472,1008.3728,545.9687
115,0,37.965782,412.0388,76.8479,452.95316
16,0,918.49347,685.7837,953.5403,726.8046
15,0,95.51693,309.1226,132.30879,345.34668
38,0,78.403046,619.39014,120.81999,658.7845
112,0,349.595,582.4721,392.80893,629.7664
115,0,40.365532,418.96704,67.231735,454.6317
121,0,944.87756,217.2769,986.3995,262.46094
56,0,1037.0398,413.99466,1086.1707,463.34503
116,0,942.5427,217.07887,976.19147,261.41296
83,0,278.63995,336.03046,322.66202,376.86972
42,0,955.8631,226.2335,988.32654,269.8135
31,0,1326.0223,497.9762,1344.0,533.2745
37,0,1089.9954,465.9137,1137.3701,511.7374
33,0,477.2446,273.63882,517.6645,312.72525
12,0,858.82513,505.54947,899.4762,545.28503
13,0,0.0,703.6311,15.80937,738.5818
113,0,615.7594,757.14996,663.3036,805.2895
119,0,209.49588,303.53876,245.72281,344.95786
122,0,88.3448,305.71338,132.79295,350.2807
11,0,670.3674,101.52744,711.7567,144.4162
104,0,1325.5875,106.02576,1344.0,133.84938
3,0,1320.7487,498.15768,1344.0,536.7222
118,0,470.66754,272.923,520.5928,322.1599
16,0,918.71826,685.7457,952.97626,726.002
33,0,467.5628,250.65512,512.3925,294.18512
38,0,74.71738,613.5553,115.71758,650.5068
70,0,958.44666,201.2601,1007.963,245.96323
122,0,100.980515,302.48676,145.65579,344.17902
37,0,1091.5137,465.1278,1141.6772,511.54236
31,0,1322.4568,497.5688,1344.0,533.02014
11,0,673.70685,115.91281,712.5661,158.76956
113,0,606.67206,767.5712,652.354,811.6651
12,0,858.5886,505.19757,899.6983,544.7323
13,0,0.0,703.439,15.8342,738.39307
3,0,1315.2626,496.53317,1344.0,535.5455
104,0,1325.9707,105.67118,1344.0,134.35469
54,0,263.65588,345.7369,304.59973,389.08926
16,0,919.27814,685.80634,953.8671,726.017
33,0,465.42697,238.41599,507.36145,284.4217
122,0,100.39259,300.98358,139.6008,342.5979
70,0,974.24384,200.04335,1023.4039,250.1153
37,0,1099.2375,464.51407,1143.1914,509.8528
38,0,69.70887,618.02344,113.010284,659.8346
113,0,601.2417,767.9336,650.5023,815.8129
5,0,986.5968,204.86574,1022.55646,251.49867
12,0,861.6352,506.82916,897.03345,542.7501
13,0,0.0,703.07184,16.190065,738.8831
11,0,661.3245,115.38497,707.6483,164.21674
104,0,1326.919,105.5976,1344.0,133.61528
31,0,1320.7549,503.07584,1344.0,540.8911
54,0,263.69745,353.42877,304.7887,394.7477
129,0,1013.96375,389.1106,1062.6542,440.5104
77,0,970.12524,506.76764,1006.0329,545.07043
16,0,919.67395,685.4223,953.3974,724.4415
3,0,1314.0065,500.1086,1344.0,546.2609
112,0,352.37112,549.3671,391.5864,590.83545
122,0,100.73959,300.98764,139.43314,342.36227
33,0,465.4828,238.42067,507.33383,284.52225
70,0,974.9835,200.11798,1023.38837,250.05803
129,0,1015.9281,388.08606,1057.8895,431.5356
37,0,1098.4939,464.38626,1143.5311,510.19162
133,0,0.0,437.94894,23.017338,471.11084
42,0,966.6683,198.05147,1016.2296,248.85326
38,0,69.7369,617.9498,112.93045,659.7281
134,0,188.7618,290.58908,226.50975,326.8437
31,0,1327.2997,503.01764,1344.0,538.1755
113,0,601.27185,768.10944,650.3586,815.7378
12,0,861.5575,506.83362,897.06384,542.8692
5,0,987.0869,205.02724,1022.5958,251.42827
13,0,0.0,703.0469,16.206089,738.80273
135,0,0.0,435.03595,32.504646,474.18542
11,0,661.3445,115.09572,707.7187,164.18475
104,0,1326.8967,105.56994,1344.0,133.59271
136,0,1109.236,786.755,1145.5487,818.0
3,0,1320.7803,503.08276,1344.0,540.6305
54,0,263.72134,353.35773,304.7839,394.69162
138,0,1014.28894,389.1301,1063.5396,440.57547
77,0,970.13855,506.77002,1006.09827,545.0643
16,0,919.77246,685.4135,953.2261,724.04895
70,0,993.4206,214.00334,1043.284,257.06747
38,0,66.326836,617.6624,111.30142,660.0577
31,0,1322.9586,503.92505,1344.0,542.78186
133,0,0.0,453.20325,21.46911,485.96664
33,0,464.60114,243.6194,503.4146,282.46634
129,0,1010.5399,379.908,1057.6157,424.0379
112,0,350.2008,528.5862,396.26483,576.4081
12,0,858.97327,505.74728,899.18384,544.1832
134,0,173.92021,282.11514,214.65924,322.00476
13,0,0.0,703.58185,15.646647,738.64307
54,0,270.6187,358.9836,303.8156,394.67758
122,0,103.55519,299.36572,140.09615,339.01077
113,0,598.6662,778.25385,643.16486,818.0
136,0,1113.9264,787.0674,1144.7717,818.0
3,0,1314.7338,500.41458,1344.0,546.583
104,0,1326.983,105.563324,1344.0,132.8803
11,0,658.14514,114.3025,704.09595,162.57828
37,0,1098.6104,458.0804,1155.8308,508.9558
77,0,969.8712,505.40848,1008.56354,545.68353
122,0,90.84206,294.97037,130.29317,336.34262
133,0,0.0,456.50638,31.245436,497.39017
38,0,61.630905,615.0467,113.290726,658.0151
12,0,859.6514,506.6415,899.15515,543.67694
129,0,1003.02765,387.29117,1044.6761,426.62656
31,0,1322.2806,505.64636,1344.0,545.20386
70,0,1005.6644,202.63272,1054.176,254.60342
37,0,1104.1082,459.88425,1155.4266,507.7246
33,0,459.05084,253.45166,500.97662,296.5447
13,0,0.0,703.05176,16.254467,738.9189
136,0,1119.6737,782.61774,1152.0837,817.4545
54,0,279.4948,357.01086,320.50012,394.52087
11,0,662.0252,119.65826,705.2652,163.66396
3,0,1314.4446,504.28195,1344.0,548.4351
15,0,81.4085,293.21967,132.70618,342.94388
113,0,597.0211,789.4655,631.04974,818.0
5,0,998.4085,191.76987,1049.9762,248.71162
104,0,1327.1569,105.0456,1344.0,133.0005
142,0,62.347572,323.61154,94.32169,354.10883
122,0,96.4547,286.00797,133.82976,324.04944
70,0,1012.1043,190.82831,1052.8602,232.34644
129,0,995.437,385.7723,1039.4948,425.66693
33,0,458.39212,261.49597,493.17624,300.7849
12,0,862.5647,508.81027,896.71356,542.4874
38,0,53.70205,615.08734,102.23445,658.6682
5,0,1007.1188,193.19193,1048.9929,237.74246
136,0,1119.9233,773.054,1150.8876,804.7496
11,0,668.99817,124.262215,709.99835,166.66292
144,0,200.79514,257.61932,237.13393,305.19653
13,0,0.0,702.8665,16.395008,739.2055
37,0,1103.6045,461.32,1153.176,507.46124
54,0,277.39365,357.38864,318.9962,395.41782
104,0,1327.0748,104.776,1344.0,132.49821
3,0,1314.5336,504.55212,1344.0,552.312
31,0,1323.7764,497.3204,1343.9346,549.97986
5,0,1002.98364,185.50427,1049.8264,238.15872
122,0,88.848045,283.266,122.42433,317.38446
38,0,48.667713,614.29553,85.24269,648.52484
33,0,458.2454,264.48727,493.88565,307.16953
133,0,0.0,469.78146,18.700382,503.72562
144,0,198.6806,244.57245,238.30612,283.96063
136,0,1124.2854,769.50195,1155.4032,803.42413
54,0,268.47144,353.32187,309.88672,393.85275
12,0,862.9474,508.5324,897.60034,542.52203
31,0,1321.4913,507.02533,1344.0,550.50806
15,0,84.93052,281.2613,127.65215,323.14703
13,0,0.0,703.2872,16.05394,739.06335
37,0,1102.3335,460.6221,1153.6812,508.09308
148,0,335.39835,566.9251,375.60632,610.7433
138,0,1019.1142,375.49338,1067.1436,422.9445
11,0,665.92786,127.897896,707.80994,175.61714
3,0,1314.139,504.65924,1344.0,553.50385
104,0,1326.8029,104.689545,1344.0,132.81601
16,0,920.383,685.3025,954.06696,721.489
5,0,1003.21686,185.47891,1048.9934,237.6221
122,0,89.24647,283.30148,122.122604,317.02652
38,0,48.247574,614.1173,85.223145,648.7727
33,0,458.74527,265.09103,493.81732,307.09268
133,0,0.0,469.63232,18.600317,503.75424
144,0,198.68625,244.58655,238.38245,283.78043
136,0,1124.2244,769.4985,1155.5603,803.7955
54,0,268.56955,353.54456,310.19934,393.76266
12,0,862.88934,508.50903,897.63214,542.59784
31,0,1321.0576,506.7092,1344.0,550.6478
15,0,85.12648,281.26974,127.602135,322.81848
13,0,0.0,703.2761,16.036942,738.9334
37,0,1102.4622,460.44568,1153.8445,507.97662
148,0,335.20126,566.56805,375.7674,611.10944
138,0,1018.9319,375.3474,1067.1793,423.30777
151,0,45.97808,612.6487,88.12497,657.27344
3,0,1314.0414,504.55005,1344.0,553.5055
11,0,666.0085,127.948524,707.817,175.74864
104,0,1326.3771,104.49135,1344.0,132.82622
150,0,1118.6455,768.2,1152.531,807.8598
16,0,920.4357,685.30853,954.1257,720.85034
122,0,94.56588,277.29303,125.55475,310.79724
83,0,262.24832,327.74197,293.42288,363.88873
135,0,6.2304654,452.2284,42.344097,490.15015
136,0,1130.4744,765.9158,1159.3701,798.4396
38,0,44.06087,612.49927,82.69195,645.66394
33,0,435.7701,269.97894,478.81702,312.3482
148,0,343.06937,580.7765,375.34662,619.0133
12,0,862.40784,507.4173,898.00195,542.37915
31,0,1326.5387,515.31903,1344.0,550.88544
13,0,0.0,703.38947,15.555428,739.1487
11,0,658.22485,130.9619,700.8691,176.08311
37,0,1102.6783,461.926,1151.2152,507.397
42,0,987.44745,174.3478,1025.623,215.67453
15,0,89.75678,273.98853,127.23423,314.4075
5,0,995.2256,175.8522,1039.5872,251.65857
3,0,1319.8267,510.5062,1344.0,550.2801
104,0,1325.9331,104.92535,1344.0,132.94328
16,0,920.0811,685.9628,955.78906,722.2604
122,0,94.368614,279.40182,125.817345,311.8499
31,0,1319.4678,506.48727,1344.0,548.0874
115,0,22.5373,451.71002,59.71966,491.60245
61,0,270.2199,308.1083,310.4506,354.30817
136,0,1130.1329,760.7193,1166.1908,797.5632
33,0,421.8162,268.33124,466.15344,308.29236
153,0,167.82243,226.78775,207.70415,264.06345
12,0,863.31604,507.93896,897.62,541.7138
102,0,1063.5419,405.0016,1107.1077,444.31238
156,0,0.0,765.5338,27.955193,801.7772
93,0,327.9867,603.3499,360.18152,641.3481
11,0,656.94916,133.83113,698.49426,179.11119
42,0,998.97614,178.65714,1036.8569,218.07686
37,0,1100.9908,460.31244,1147.1934,505.05164
13,0,0.0,703.2203,15.842397,738.7492
38,0,39.30519,603.69055,85.5636,644.84015
80,0,321.89926,601.0384,363.67047,643.14374
15,0,93.68106,277.95575,128.63986,320.31528
3,0,1311.7019,506.94803,1344.0,557.30597
104,0,1326.3715,103.00113,1344.0,133.48631
16,0,919.85645,682.9631,955.5618,719.7223
15,0,87.84733,272.23978,118.60334,308.06772
153,0,160.40186,233.01097,191.9677,265.06308
115,0,27.84082,463.97812,65.90988,501.59375
61,0,295.3265,321.00052,330.03766,357.0753
70,0,1055.8849,235.02863,1094.862,274.84705
80,0,311.1464,606.21063,345.5807,644.8563
33,0,417.02606,267.5294,464.7833,309.55518
12,0,862.0374,506.9141,898.1742,542.02686
136,0,1131.5083,760.3005,1171.1157,797.4878
13,0,0.0,703.3582,16.098932,739.5904
37,0,1098.9259,457.58295,1147.875,504.32147
93,0,304.34152,602.095,346.37012,647.528
11,0,659.4129,131.35687,707.5015,181.03596
102,0,1078.8077,397.96384,1125.9952,440.89166
38,0,38.733376,597.61523,78.52484,640.36017
31,0,1320.817,511.10965,1344.0,550.92584
16,0,919.51215,682.97485,956.41516,720.6913
104,0,1327.2904,101.71434,1344.0,132.2695
5,0,1007.6782,173.45628,1059.1202,222.71733
3,0,1313.4084,511.92816,1344.0,559.8513
80,0,318.8665,622.2679,355.6229,661.15735
15,0,82.899574,263.18417,119.672676,300.17822
153,0,148.55125,218.95709,190.55779,261.98428
33,0,430.552,278.6108,465.46454,322.18747
12,0,862.14594,506.49573,898.2606,542.29553
61,0,306.76462,305.27338,344.46323,341.19678
136,0,1133.7059,755.77026,1173.4208,794.58514
11,0,665.45514,130.21967,713.6766,177.28842
31,0,1325.4662,521.03937,1344.0,562.6675
13,0,0.0,703.1526,15.919884,739.0305
38,0,33.559746,589.97473,81.71808,634.81146
102,0,1078.4081,379.13324,1127.9001,427.278
164,0,1130.7227,750.49146,1169.6066,790.8994
37,0,1092.9054,458.444,1146.8973,507.53738
3,0,1314.3103,516.9485,1344.0,569.9887
165,0,38.833305,496.31845,79.884186,532.89014
15,0,77.62889,260.45087,110.783035,293.9855
80,0,313.1846,629.09436,347.1311,664.7668
153,0,162.00494,217.01886,200.2188,255.82533
33,0,431.61996,281.22632,463.44925,322.92477
5,0,1031.3468,151.47731,1066.7074,189.60223
12,0,863.34375,507.15897,897.8684,542.1835
61,0,306.2189,305.6999,344.8903,343.1711
70,0,1067.8882,229.7079,1117.1602,275.30106
164,0,1133.2434,756.006,1172.4636,794.1216
13,0,0.0,702.3135,16.543852,738.97296
102,0,1084.3278,374.62515,1129.1332,420.55753
31,0,1326.9467,523.22375,1344.0,565.5406
38,0,30.232944,588.72455,80.82664,635.0369
37,0,1091.7971,461.85706,1142.25,507.98822
3,0,1314.1195,519.30176,1344.0,571.0286
167,0,1324.4453,525.1548,1343.9745,574.31104
169,0,358.8597,604.52795,396.56732,645.48883
11,0,664.5878,124.31915,716.5267,178.35791
15,0,73.13896,249.37216,109.49209,288.45493
61,0,292.67426,302.5238,329.19635,340.3557
12,0,864.13684,508.55817,898.157,541.7552
33,0,441.3265,285.21805,474.17462,324.0046
136,0,1134.0913,749.2842,1171.3899,787.6802
115,0,35.145023,461.58112,81.9275,514.1149
31,0,1320.7053,523.7632,1344.0,564.0565
13,0,0.0,702.3388,16.912964,739.674
3,0,1313.8224,523.9468,1344.0,569.4167
156,0,0.0,767.0689,31.495306,804.73566
38,0,27.658407,575.1905,77.71711,621.9525
37,0,1084.6484,460.77118,1136.2548,508.42108
11,0,666.9506,126.44809,719.1107,177.99643
15,0,73.14489,249.37256,109.11822,288.20206
61,0,292.92935,302.60046,328.67535,339.6942
12,0,864.0665,508.85596,898.0313,541.5918
33,0,441.31262,285.38974,474.0706,323.98636
175,0,1040.8264,169.63623,1083.1884,209.49675
136,0,1134.0017,749.5267,1170.9281,787.531
176,0,1094.9117,204.00826,1136.1536,242.9875
174,0,162.2644,186.44633,201.32852,228.13567
177,0,329.95724,630.8778,371.25894,677.9509
178,0,288.36847,300.76398,332.2871,346.0151
179,0,1111.3804,380.96643,1154.4924,422.28986
115,0,36.48321,461.8513,81.39472,512.93805
31,0,1320.9513,523.96643,1344.0,563.71454
13,0,0.0,702.1568,16.9013,739.29156
38,0,27.80036,575.4622,77.311005,621.9025
3,0,1314.0254,523.9518,1344.0,569.3668
156,0,0.0,767.54456,31.396822,804.93854
180,0,1091.826,205.25848,1137.0817,254.8201
37,0,1084.9683,460.79926,1136.1721,508.01297
11,0,667.08136,126.514114,719.0937,178.02907
15,0,74.87889,244.02066,108.38726,282.3472
33,0,438.6162,294.53467,473.09445,334.90833
177,0,330.5916,651.5523,372.56613,697.83887
136,0,1133.9917,744.65076,1169.7046,782.76544
12,0,864.09406,508.68088,898.19116,541.5447
153,0,139.52275,200.40073,183.62958,244.20772
178,0,288.6644,310.3719,325.57614,348.68875
135,0,26.3029,462.02087,66.18505,497.5727
175,0,1052.838,178.9959,1090.0371,216.34735
180,0,1096.6914,212.00809,1139.584,257.2418
38,0,27.572897,574.1669,73.795296,620.17834
31,0,1325.2153,528.6688,1344.0,564.7895
13,0,0.0,702.381,16.663195,739.5799
37,0,1084.3105,463.98502,1131.516,507.66074
61,0,284.90735,308.2985,332.967,355.39236
156,0,0.0,782.5704,28.351538,812.78894
3,0,1314.5619,527.0381,1344.0,570.89606
115,0,25.822725,459.53326,71.86451,512.21387
179,0,1112.6063,366.16354,1155.2172,408.31555
176,0,1090.9791,195.36981,1138.0825,256.19687
167,0,1322.6279,528.4233,1343.9285,576.08014
104,0,1327.7777,102.25188,1344.0,134.5647
70,0,1103.2549,237.64102,1139.9921,275.29004
153,0,128.53279,201.47063,165.07716,238.07329
15,0,81.07681,242.55165,110.6584,279.95328
37,0,1081.6068,467.721,1124.8711,507.808
33,0,437.78793,302.90945,476.00168,347.84192
38,0,27.174284,571.81976,67.557304,612.0107
177,0,351.12976,646.9064,389.2839,685.45337
12,0,863.78424,508.30975,898.0329,541.19226
31,0,1326.0895,530.0425,1344.0,566.3177
135,0,18.288342,461.88605,55.86371,494.20724
136,0,1131.0309,741.1132,1173.3226,785.0781
156,0,5.759859,771.8158,44.363747,809.4353
13,0,0.0,702.18195,16.634237,740.15656
179,0,1117.7837,358.1502,1156.124,397.34717
167,0,1322.8805,531.6095,1343.9812,577.3067
178,0,279.7913,317.6205,327.05923,361.63666
104,0,1325.2314,102.65403,1344.0,134.9033
3,0,1314.5117,527.3484,1344.0,573.7895
11,0,670.8072,127.12158,722.0518,177.27158
15,0,83.364494,235.94994,113.07117,275.20386
33,0,431.21844,305.19992,472.7332,348.3797
148,0,357.68802,621.8252,393.97647,661.6138
42,0,1041.9839,148.18652,1072.9862,181.50058
37,0,1078.9025,466.87552,1123.8943,507.90524
12,0,863.6505,507.6025,898.2644,541.40106
153,0,121.17264,190.79393,163.65971,235.21927
38,0,27.946949,567.7035,68.38679,608.2305
135,0,13.048632,448.3679,49.400337,484.12793
136,0,1133.6785,739.3553,1174.4631,784.0654
13,0,0.0,702.87164,15.895276,739.46234
167,0,1323.0078,535.4258,1344.0,577.88745
3,0,1314.1556,530.0575,1344.0,580.0248
169,0,354.8071,613.0559,397.29166,661.9731
16,0,921.8017,682.4291,958.2958,720.2979
15,0,82.86194,235.88303,112.89337,274.41055
33,0,431.3358,305.3582,472.7758,348.2405
148,0,358.16193,621.2787,394.14523,661.38965
37,0,1078.7802,466.88168,1123.741,507.81866
42,0,1042.2345,148.37546,1072.8822,181.41751
12,0,863.40155,507.40298,898.2125,541.48645
38,0,28.386978,568.3751,66.65128,606.2515
70,0,1135.0619,247.10817,1169.3148,283.62527
153,0,122.45211,191.21727,163.61475,234.5755
135,0,12.862099,448.39383,49.189518,484.07452
190,0,23.646135,751.15936,60.525757,791.42773
136,0,1133.877,739.3704,1174.3806,783.67194
13,0,0.0,703.0161,15.810828,739.3875
167,0,1323.0205,535.57855,1344.0,577.84155
169,0,355.09167,612.6773,397.4544,661.68823
191,0,1114.1399,369.42053,1160.404,419.00073
192,0,1129.2106,245.54625,1170.5431,289.05383
3,0,1314.1567,530.5372,1344.0,580.0535
193,0,10.78094,447.04254,53.986523,490.4322
194,0,71.44476,231.55048,114.44748,279.13464
16,0,921.7218,682.2225,958.43054,720.3465
11,0,667.359,128.34851,718.1152,178.97041
5,0,1052.2754,127.56384,1085.0115,162.60455
15,0,78.41532,231.83788,108.80495,265.94183
180,0,1127.2062,216.37625,1168.8223,258.23257
12,0,863.3864,507.0259,898.3989,541.61707
33,0,420.86444,302.71228,461.42352,340.88348
148,0,378.14124,629.2523,412.78073,663.6847
38,0,26.674519,565.5038,60.99982,600.9887
37,0,1074.9506,467.9528,1120.1569,507.44986
31,0,1320.2786,535.7133,1344.0,572.8505
136,0,1133.4557,739.48785,1175.0061,785.17773
3,0,1314.6571,531.9432,1344.0,574.3438
13,0,0.0,702.7537,16.347963,739.37354
11,0,675.7362,128.19911,723.39764,175.53767
190,0,25.4333,740.9215,74.04022,785.3299
16,0,922.17474,682.2149,958.92755,720.5017
169,0,362.15164,611.27594,407.44513,661.3418
38,0,25.311205,559.5941,61.860466,597.4736
15,0,78.111176,227.56381,107.8213,261.78033
12,0,863.25507,508.14963,897.71436,541.6476
37,0,1067.2825,466.9169,1115.5986,508.70386
148,0,377.5986,633.2717,415.33426,679.51196
136,0,1134.3788,736.621,1173.88,781.323
198,0,129.5448,157.15065,170.52437,198.74384
178,0,280.29318,328.22348,319.1262,365.97913
33,0,410.19757,302.86288,457.1188,347.13324
31,0,1319.973,534.0493,1343.9933,573.27026
169,0,367.75143,628.4991,415.91537,681.94855
13,0,0.0,702.88495,16.499748,738.1357
3,0,1313.7478,530.3161,1344.0,575.3018
180,0,1144.4238,206.18903,1186.7373,255.00423
11,0,671.7944,128.30235,723.59174,176.82774
16,0,922.83154,681.99304,959.34,720.1681
199,0,23.827625,557.2795,64.41353,607.7448
15,0,76.122734,217.72047,106.325775,251.56676
205,0,6.7883058,393.20248,42.338783,426.5983
12,0,863.26324,507.7716,897.84735,541.42035
37,0,1061.7592,468.463,1107.2965,508.87802
83,0,245.50908,322.75058,285.6833,359.00397
38,0,22.916496,554.65656,61.771763,595.8184
31,0,1320.771,536.6652,1344.0,573.84125
180,0,1144.0067,212.1907,1189.3546,257.56445
33,0,401.1567,301.8337,442.34818,341.2648
169,0,355.07367,645.558,392.07666,682.8271
206,0,1150.8888,397.27356,1187.4822,439.25867
204,0,1078.154,115.61508,1121.2848,158.05135
153,0,109.63933,162.67537,156.13698,208.69086
136,0,1132.8549,736.5827,1176.5032,785.4491
13,0,0.0,702.23785,16.719866,738.96783
3,0,1314.7645,534.01447,1344.0,576.6361
194,0,71.09702,214.89062,109.27354,256.90152
11,0,676.9371,128.05391,724.6811,176.11916
16,0,923.50037,683.1582,960.3788,722.4705
205,0,3.0882602,397.8495,39.383812,434.64783
153,0,97.26595,156.57227,134.42842,191.19237
38,0,17.788324,550.39435,53.04689,591.3796
12,0,863.01306,507.2966,898.1101,541.9792
15,0,78.71632,212.81645,107.26042,249.07352
180,0,1160.0823,234.61404,1194.1637,271.73056
169,0,343.64874,644.5611,379.4188,682.32544
33,0,405.8332,313.9023,439.73618,353.91702
37,0,1056.8014,466.6146,1101.9818,508.79782
31,0,1321.4244,538.00323,1344.0,578.7966
136,0,1132.1553,736.5469,1173.5487,785.1881
204,0,1085.6355,114.50232,1134.9127,162.76416
206,0,1134.6453,412.6389,1172.9326,456.63892
209,0,62.857388,761.8672,104.58836,805.2383
11,0,677.0102,130.5218,725.1512,175.68674
13,0,0.0,702.09595,17.052626,738.62317
3,0,1313.8441,534.4506,1344.0,582.0585
210,0,338.2233,642.3984,380.83954,690.42224
211,0,1237.3672,0.0,1276.1154,30.310297
16,0,923.3602,682.62897,960.06744,720.57715
194,0,71.45054,211.00923,109.34139,252.96373
205,0,2.990784,397.8072,39.216957,434.7715
153,0,96.97,156.50845,134.30565,191.24394
38,0,17.72224,550.72406,52.974674,591.27625
12,0,862.7673,507.1748,898.1861,541.96454
83,0,238.67036,297.61578,271.90512,339.17914
15,0,78.73975,213.08253,107.427155,249.24535
169,0,343.55994,644.662,379.48904,682.4804
180,0,1159.907,234.80647,1194.4795,272.32324
33,0,405.80164,314.1079,439.6037,353.71744
37,0,1056.5951,466.7513,1102.3875,509.05496
31,0,1320.9309,538.05945,1344.0,579.26263
136,0,1132.1268,736.29694,1174.1863,785.76154
204,0,1085.9921,114.67531,1134.9095,162.37578
206,0,1135.1366,412.49878,1173.0264,456.41522
209,0,63.26913,762.14844,104.49052,805.0723
11,0,676.2675,130.49808,725.02844,175.7684
214,0,1.8173206,394.59814,46.435577,437.8895
13,0,0.0,702.23505,17.01864,738.5882
3,0,1313.6989,534.91394,1344.0,582.50104
210,0,337.8229,642.4822,380.73947,690.3856
211,0,1237.1573,0.0,1276.358,30.66682
16,0,923.1171,682.79706,959.87604,720.7204
215,0,212.2651,271.07065,244.46892,298.03946
194,0,72.30919,211.50317,108.64379,252.34366
198,0,130.19307,146.10509,164.2694,180.91716
12,0,862.6636,506.9451,898.3568,542.3895
38,0,21.969746,540.39044,60.456123,579.5204
204,0,1101.9263,111.17615,1138.2507,150.333
194,0,69.87266,199.11098,100.89368,235.31606
31,0,1322.6459,543.71155,1344.0,580.1355
180,0,1175.2278,220.2759,1218.536,271.03656
37,0,1051.1542,465.9152,1099.7262,511.97714
13,0,0.0,702.60693,17.649467,739.52686
11,0,682.9322,131.38185,723.9891,175.56952
136,0,1131.9655,734.761,1175.756,786.0904
3,0,1314.3218,541.1786,1344.0,583.31494
205,0,2.4977353,416.2355,39.734856,460.50882
33,0,405.51602,318.40543,453.4581,370.6189
211,0,1240.9728,0.0,1287.4779,39.79078
215,0,213.53644,265.13953,247.46481,302.87518
16,0,921.81525,682.46216,960.4386,722.81
198,0,130.1692,146.03777,164.24431,180.90527
12,0,862.9218,507.04663,898.27704,542.2499
205,0,8.713613,419.86942,38.01693,457.32205
38,0,21.456467,539.96985,60.748535,579.75934
33,0,414.9307,322.52957,453.82263,367.7685
217,0,255.04204,271.85413,290.6265,313.47266
218,0,1167.3981,438.66208,1203.3809,475.79904
204,0,1101.9869,111.22915,1138.1904,150.4884
194,0,69.6697,198.92331,100.96957,235.20166
219,0,330.82703,681.20325,372.87802,726.5711
31,0,1322.4662,543.6119,1344.0,580.18207
180,0,1174.6915,220.03033,1218.6255,271.01025
37,0,1051.0493,465.7791,1100.2662,512.33484
13,0,0.0,702.74384,17.71037,739.5789
11,0,676.66315,130.10187,724.003,175.99104
220,0,65.94037,789.5799,99.05013,818.0
221,0,2.6003866,417.07288,39.43549,460.30167
3,0,1314.3508,541.3569,1344.0,583.5076
211,0,1250.4845,0.54505116,1285.7502,37.6449
136,0,1131.7582,734.7968,1175.6362,786.0435
112,0,405.6974,318.63712,453.08383,370.73502
224,0,1240.972,0.0,1287.4078,39.628796
16,0,921.51544,682.511,960.08856,722.26746
225,0,122.92206,143.78374,165.56296,184.96071
215,0,213.3335,265.11884,247.1787,302.56256
38,0,22.357807,537.18036,59.567726,577.42615
219,0,315.03564,686.7389,351.32474,727.7494
135,0,18.808565,431.8794,52.14111,470.7836
37,0,1051.7535,469.56943,1096.1117,513.56726
33,0,415.68533,333.34726,452.31857,374.94946
5,0,1085.919,85.786064,1119.4121,126.755356
217,0,254.69592,262.6446,294.07568,307.72018
194,0,69.88428,190.8474,100.65353,225.24893
12,0,862.7848,507.24585,897.93207,542.13385
31,0,1321.9376,546.7713,1344.0,586.8221
13,0,0.0,702.40265,17.002361,738.8949
136,0,1129.2665,730.1936,1175.1569,784.77563
3,0,1314.1023,544.5542,1344.0,589.9941
11,0,677.04663,127.14113,727.0589,176.92064
112,0,406.92932,330.20557,450.53394,378.83383
16,0,922.93994,683.28925,959.9337,722.7014
224,0,1256.8628,0.0,1288.0039,31.500486
215,0,214.10895,263.82602,246.76874,302.54694
5,0,1069.8582,76.979576,1111.2625,118.99954
193,0,20.786806,450.3836,49.434425,488.04556
31,0,1318.2023,548.4252,1344.0,587.0132
15,0,74.12098,184.71054,107.041695,223.89995
219,0,308.15482,703.8747,348.51605,744.1044
33,0,413.01477,346.079,446.7069,384.77277
38,0,19.59501,531.0075,55.32842,573.3662
37,0,1051.9713,471.7456,1094.0851,513.4861
12,0,862.5753,507.6175,897.8916,542.37286
180,0,1199.6766,220.73804,1238.3392,267.0261
209,0,83.486435,766.6081,119.96626,802.717
211,0,1258.537,1.2983367,1303.3137,41.62461
136,0,1133.7847,732.01746,1175.0325,781.8173
13,0,0.0,702.85486,16.951157,739.36444
11,0,695.0029,130.25313,738.57104,173.97833
3,0,1312.2438,545.4186,1344.0,591.4409
217,0,247.07132,256.65372,287.5033,299.54492
